row,col,expected,actual,file
10329,CO2,no trailing characters,2023-07-19,literal data
10329,CH4,no trailing characters,15:17:43,literal data
10329,NA,22 columns,25 columns,literal data
10330,DATE,date like ,2,literal data
10330,TIME,time like ,in,literal data
10330,H2O,a double,"wetl""",literal data
10330,CO2,no trailing characters,2023-07-19,literal data
10330,CH4,no trailing characters,15:17:44,literal data
10330,NA,22 columns,25 columns,literal data
10331,DATE,date like ,2,literal data
10331,TIME,time like ,in,literal data
10331,H2O,a double,"wetl""",literal data
10331,CO2,no trailing characters,2023-07-19,literal data
10331,CH4,no trailing characters,15:17:45,literal data
10331,NA,22 columns,25 columns,literal data
10332,DATE,date like ,2,literal data
10332,TIME,time like ,in,literal data
10332,H2O,a double,"wetl""",literal data
10332,CO2,no trailing characters,2023-07-19,literal data
10332,CH4,no trailing characters,15:17:46,literal data
10332,NA,22 columns,25 columns,literal data
10333,DATE,date like ,2,literal data
10333,TIME,time like ,in,literal data
10333,H2O,a double,"wetl""",literal data
10333,CO2,no trailing characters,2023-07-19,literal data
10333,CH4,no trailing characters,15:17:47,literal data
10333,NA,22 columns,25 columns,literal data
10334,DATE,date like ,2,literal data
10334,TIME,time like ,in,literal data
10334,H2O,a double,"wetl""",literal data
10334,CO2,no trailing characters,2023-07-19,literal data
10334,CH4,no trailing characters,15:17:48,literal data
10334,NA,22 columns,25 columns,literal data
10335,DATE,date like ,2,literal data
10335,TIME,time like ,in,literal data
10335,H2O,a double,"wetl""",literal data
10335,CO2,no trailing characters,2023-07-19,literal data
10335,CH4,no trailing characters,15:17:49,literal data
10335,NA,22 columns,25 columns,literal data
10336,DATE,date like ,2,literal data
10336,TIME,time like ,in,literal data
10336,H2O,a double,"wetl""",literal data
10336,CO2,no trailing characters,2023-07-19,literal data
10336,CH4,no trailing characters,15:17:50,literal data
10336,NA,22 columns,25 columns,literal data
10337,DATE,date like ,2,literal data
10337,TIME,time like ,in,literal data
10337,H2O,a double,"wetl""",literal data
10337,CO2,no trailing characters,2023-07-19,literal data
10337,CH4,no trailing characters,15:17:51,literal data
10337,NA,22 columns,25 columns,literal data
10338,DATE,date like ,2,literal data
10338,TIME,time like ,in,literal data
10338,H2O,a double,"wetl""",literal data
10338,CO2,no trailing characters,2023-07-19,literal data
10338,CH4,no trailing characters,15:17:52,literal data
10338,NA,22 columns,25 columns,literal data
10339,DATE,date like ,2,literal data
10339,TIME,time like ,in,literal data
10339,H2O,a double,"wetl""",literal data
10339,CO2,no trailing characters,2023-07-19,literal data
10339,CH4,no trailing characters,15:17:53,literal data
10339,NA,22 columns,25 columns,literal data
10340,DATE,date like ,2,literal data
10340,TIME,time like ,in,literal data
10340,H2O,a double,"wetl""",literal data
10340,CO2,no trailing characters,2023-07-19,literal data
10340,CH4,no trailing characters,15:17:54,literal data
10340,NA,22 columns,25 columns,literal data
10341,DATE,date like ,2,literal data
10341,TIME,time like ,in,literal data
10341,H2O,a double,"wetl""",literal data
10341,CO2,no trailing characters,2023-07-19,literal data
10341,CH4,no trailing characters,15:17:55,literal data
10341,NA,22 columns,25 columns,literal data
10342,DATE,date like ,2,literal data
10342,TIME,time like ,in,literal data
10342,H2O,a double,"wetl""",literal data
10342,CO2,no trailing characters,2023-07-19,literal data
10342,CH4,no trailing characters,15:17:56,literal data
10342,NA,22 columns,25 columns,literal data
10343,DATE,date like ,2,literal data
10343,TIME,time like ,in,literal data
10343,H2O,a double,"wetl""",literal data
10343,CO2,no trailing characters,2023-07-19,literal data
10343,CH4,no trailing characters,15:17:57,literal data
10343,NA,22 columns,25 columns,literal data
10344,DATE,date like ,2,literal data
10344,TIME,time like ,in,literal data
10344,H2O,a double,"wetl""",literal data
10344,CO2,no trailing characters,2023-07-19,literal data
10344,CH4,no trailing characters,15:17:58,literal data
10344,NA,22 columns,25 columns,literal data
10345,DATE,date like ,2,literal data
10345,TIME,time like ,in,literal data
10345,H2O,a double,"wetl""",literal data
10345,CO2,no trailing characters,2023-07-19,literal data
10345,CH4,no trailing characters,15:17:59,literal data
10345,NA,22 columns,25 columns,literal data
10346,DATE,date like ,2,literal data
10346,TIME,time like ,in,literal data
10346,H2O,a double,"wetl""",literal data
10346,CO2,no trailing characters,2023-07-19,literal data
10346,CH4,no trailing characters,15:18:00,literal data
10346,NA,22 columns,25 columns,literal data
10347,DATE,date like ,2,literal data
10347,TIME,time like ,in,literal data
10347,H2O,a double,"wetl""",literal data
10347,CO2,no trailing characters,2023-07-19,literal data
10347,CH4,no trailing characters,15:18:01,literal data
10347,NA,22 columns,25 columns,literal data
10348,DATE,date like ,2,literal data
10348,TIME,time like ,in,literal data
10348,H2O,a double,"wetl""",literal data
10348,CO2,no trailing characters,2023-07-19,literal data
10348,CH4,no trailing characters,15:18:02,literal data
10348,NA,22 columns,25 columns,literal data
10349,DATE,date like ,2,literal data
10349,TIME,time like ,in,literal data
10349,H2O,a double,"wetl""",literal data
10349,CO2,no trailing characters,2023-07-19,literal data
10349,CH4,no trailing characters,15:18:03,literal data
10349,NA,22 columns,25 columns,literal data
10350,DATE,date like ,2,literal data
10350,TIME,time like ,in,literal data
10350,H2O,a double,"wetl""",literal data
10350,CO2,no trailing characters,2023-07-19,literal data
10350,CH4,no trailing characters,15:18:04,literal data
10350,NA,22 columns,25 columns,literal data
10351,DATE,date like ,2,literal data
10351,TIME,time like ,in,literal data
10351,H2O,a double,"wetl""",literal data
10351,CO2,no trailing characters,2023-07-19,literal data
10351,CH4,no trailing characters,15:18:05,literal data
10351,NA,22 columns,25 columns,literal data
10352,DATE,date like ,2,literal data
10352,TIME,time like ,in,literal data
10352,H2O,a double,"wetl""",literal data
10352,CO2,no trailing characters,2023-07-19,literal data
10352,CH4,no trailing characters,15:18:06,literal data
10352,NA,22 columns,25 columns,literal data
10353,DATE,date like ,2,literal data
10353,TIME,time like ,in,literal data
10353,H2O,a double,"wetl""",literal data
10353,CO2,no trailing characters,2023-07-19,literal data
10353,CH4,no trailing characters,15:18:07,literal data
10353,NA,22 columns,25 columns,literal data
10354,DATE,date like ,2,literal data
10354,TIME,time like ,in,literal data
10354,H2O,a double,"wetl""",literal data
10354,CO2,no trailing characters,2023-07-19,literal data
10354,CH4,no trailing characters,15:18:08,literal data
10354,NA,22 columns,25 columns,literal data
10355,DATE,date like ,2,literal data
10355,TIME,time like ,in,literal data
10355,H2O,a double,"wetl""",literal data
10355,CO2,no trailing characters,2023-07-19,literal data
10355,CH4,no trailing characters,15:18:09,literal data
10355,NA,22 columns,25 columns,literal data
10356,DATE,date like ,2,literal data
10356,TIME,time like ,in,literal data
10356,H2O,a double,"wetl""",literal data
10356,CO2,no trailing characters,2023-07-19,literal data
10356,CH4,no trailing characters,15:18:10,literal data
10356,NA,22 columns,25 columns,literal data
10357,DATE,date like ,2,literal data
10357,TIME,time like ,in,literal data
10357,H2O,a double,"wetl""",literal data
10357,CO2,no trailing characters,2023-07-19,literal data
10357,CH4,no trailing characters,15:18:11,literal data
10357,NA,22 columns,25 columns,literal data
10358,DATE,date like ,2,literal data
10358,TIME,time like ,in,literal data
10358,H2O,a double,"wetl""",literal data
10358,CO2,no trailing characters,2023-07-19,literal data
10358,CH4,no trailing characters,15:18:12,literal data
10358,NA,22 columns,25 columns,literal data
10359,DATE,date like ,2,literal data
10359,TIME,time like ,in,literal data
10359,H2O,a double,"wetl""",literal data
10359,CO2,no trailing characters,2023-07-19,literal data
10359,CH4,no trailing characters,15:18:13,literal data
10359,NA,22 columns,25 columns,literal data
10360,DATE,date like ,2,literal data
10360,TIME,time like ,in,literal data
10360,H2O,a double,"wetl""",literal data
10360,CO2,no trailing characters,2023-07-19,literal data
10360,CH4,no trailing characters,15:18:14,literal data
10360,NA,22 columns,25 columns,literal data
10361,DATE,date like ,2,literal data
10361,TIME,time like ,in,literal data
10361,H2O,a double,"wetl""",literal data
10361,CO2,no trailing characters,2023-07-19,literal data
10361,CH4,no trailing characters,15:18:15,literal data
10361,NA,22 columns,25 columns,literal data
10362,DATE,date like ,2,literal data
10362,TIME,time like ,in,literal data
10362,H2O,a double,"wetl""",literal data
10362,CO2,no trailing characters,2023-07-19,literal data
10362,CH4,no trailing characters,15:18:16,literal data
10362,NA,22 columns,25 columns,literal data
10363,DATE,date like ,2,literal data
10363,TIME,time like ,in,literal data
10363,H2O,a double,"wetl""",literal data
10363,CO2,no trailing characters,2023-07-19,literal data
10363,CH4,no trailing characters,15:18:17,literal data
10363,NA,22 columns,25 columns,literal data
10364,DATE,date like ,2,literal data
10364,TIME,time like ,in,literal data
10364,H2O,a double,"wetl""",literal data
10364,CO2,no trailing characters,2023-07-19,literal data
10364,CH4,no trailing characters,15:18:18,literal data
10364,NA,22 columns,25 columns,literal data
10365,DATE,date like ,2,literal data
10365,TIME,time like ,in,literal data
10365,H2O,a double,"wetl""",literal data
10365,CO2,no trailing characters,2023-07-19,literal data
10365,CH4,no trailing characters,15:18:19,literal data
10365,NA,22 columns,25 columns,literal data
10366,DATE,date like ,2,literal data
10366,TIME,time like ,in,literal data
10366,H2O,a double,"wetl""",literal data
10366,CO2,no trailing characters,2023-07-19,literal data
10366,CH4,no trailing characters,15:18:20,literal data
10366,NA,22 columns,25 columns,literal data
10367,DATE,date like ,2,literal data
10367,TIME,time like ,in,literal data
10367,H2O,a double,"wetl""",literal data
10367,CO2,no trailing characters,2023-07-19,literal data
10367,CH4,no trailing characters,15:18:21,literal data
10367,NA,22 columns,25 columns,literal data
10368,DATE,date like ,2,literal data
10368,TIME,time like ,in,literal data
10368,H2O,a double,"wetl""",literal data
10368,CO2,no trailing characters,2023-07-19,literal data
10368,CH4,no trailing characters,15:18:22,literal data
10368,NA,22 columns,25 columns,literal data
10369,DATE,date like ,2,literal data
10369,TIME,time like ,in,literal data
10369,H2O,a double,"wetl""",literal data
10369,CO2,no trailing characters,2023-07-19,literal data
10369,CH4,no trailing characters,15:18:23,literal data
10369,NA,22 columns,25 columns,literal data
10370,DATE,date like ,2,literal data
10370,TIME,time like ,in,literal data
10370,H2O,a double,"wetl""",literal data
10370,CO2,no trailing characters,2023-07-19,literal data
10370,CH4,no trailing characters,15:18:24,literal data
10370,NA,22 columns,25 columns,literal data
10371,DATE,date like ,2,literal data
10371,TIME,time like ,in,literal data
10371,H2O,a double,"wetl""",literal data
10371,CO2,no trailing characters,2023-07-19,literal data
10371,CH4,no trailing characters,15:18:25,literal data
10371,NA,22 columns,25 columns,literal data
10372,DATE,date like ,2,literal data
10372,TIME,time like ,in,literal data
10372,H2O,a double,"wetl""",literal data
10372,CO2,no trailing characters,2023-07-19,literal data
10372,CH4,no trailing characters,15:18:26,literal data
10372,NA,22 columns,25 columns,literal data
10373,DATE,date like ,2,literal data
10373,TIME,time like ,in,literal data
10373,H2O,a double,"wetl""",literal data
10373,CO2,no trailing characters,2023-07-19,literal data
10373,CH4,no trailing characters,15:18:27,literal data
10373,NA,22 columns,25 columns,literal data
10374,DATE,date like ,2,literal data
10374,TIME,time like ,in,literal data
10374,H2O,a double,"wetl""",literal data
10374,CO2,no trailing characters,2023-07-19,literal data
10374,CH4,no trailing characters,15:18:28,literal data
10374,NA,22 columns,25 columns,literal data
10375,DATE,date like ,2,literal data
10375,TIME,time like ,in,literal data
10375,H2O,a double,"wetl""",literal data
10375,CO2,no trailing characters,2023-07-19,literal data
10375,CH4,no trailing characters,15:18:29,literal data
10375,NA,22 columns,25 columns,literal data
10376,DATE,date like ,2,literal data
10376,TIME,time like ,in,literal data
10376,H2O,a double,"wetl""",literal data
10376,CO2,no trailing characters,2023-07-19,literal data
10376,CH4,no trailing characters,15:18:30,literal data
10376,NA,22 columns,25 columns,literal data
10377,DATE,date like ,2,literal data
10377,TIME,time like ,in,literal data
10377,H2O,a double,"wetl""",literal data
10377,CO2,no trailing characters,2023-07-19,literal data
10377,CH4,no trailing characters,15:18:31,literal data
10377,NA,22 columns,25 columns,literal data
10378,DATE,date like ,2,literal data
10378,TIME,time like ,in,literal data
10378,H2O,a double,"wetl""",literal data
10378,CO2,no trailing characters,2023-07-19,literal data
10378,CH4,no trailing characters,15:18:32,literal data
10378,NA,22 columns,25 columns,literal data
10379,DATE,date like ,2,literal data
10379,TIME,time like ,in,literal data
10379,H2O,a double,"wetl""",literal data
10379,CO2,no trailing characters,2023-07-19,literal data
10379,CH4,no trailing characters,15:18:33,literal data
10379,NA,22 columns,25 columns,literal data
10380,DATE,date like ,2,literal data
10380,TIME,time like ,in,literal data
10380,H2O,a double,"wetl""",literal data
10380,CO2,no trailing characters,2023-07-19,literal data
10380,CH4,no trailing characters,15:18:34,literal data
10380,NA,22 columns,25 columns,literal data
10381,DATE,date like ,2,literal data
10381,TIME,time like ,in,literal data
10381,H2O,a double,"wetl""",literal data
10381,CO2,no trailing characters,2023-07-19,literal data
10381,CH4,no trailing characters,15:18:35,literal data
10381,NA,22 columns,25 columns,literal data
10382,DATE,date like ,2,literal data
10382,TIME,time like ,in,literal data
10382,H2O,a double,"wetl""",literal data
10382,CO2,no trailing characters,2023-07-19,literal data
10382,CH4,no trailing characters,15:18:36,literal data
10382,NA,22 columns,25 columns,literal data
10383,DATE,date like ,2,literal data
10383,TIME,time like ,in,literal data
10383,H2O,a double,"wetl""",literal data
10383,CO2,no trailing characters,2023-07-19,literal data
10383,CH4,no trailing characters,15:18:37,literal data
10383,NA,22 columns,25 columns,literal data
10384,DATE,date like ,2,literal data
10384,TIME,time like ,in,literal data
10384,H2O,a double,"wetl""",literal data
10384,CO2,no trailing characters,2023-07-19,literal data
10384,CH4,no trailing characters,15:18:38,literal data
10384,NA,22 columns,25 columns,literal data
10385,DATE,date like ,2,literal data
10385,TIME,time like ,in,literal data
10385,H2O,a double,"wetl""",literal data
10385,CO2,no trailing characters,2023-07-19,literal data
10385,CH4,no trailing characters,15:18:39,literal data
10385,NA,22 columns,25 columns,literal data
10386,DATE,date like ,2,literal data
10386,TIME,time like ,in,literal data
10386,H2O,a double,"wetl""",literal data
10386,CO2,no trailing characters,2023-07-19,literal data
10386,CH4,no trailing characters,15:18:40,literal data
10386,NA,22 columns,25 columns,literal data
10387,DATE,date like ,2,literal data
10387,TIME,time like ,in,literal data
10387,H2O,a double,"wetl""",literal data
10387,CO2,no trailing characters,2023-07-19,literal data
10387,CH4,no trailing characters,15:18:41,literal data
10387,NA,22 columns,25 columns,literal data
10388,DATE,date like ,2,literal data
10388,TIME,time like ,in,literal data
10388,H2O,a double,"wetl""",literal data
10388,CO2,no trailing characters,2023-07-19,literal data
10388,CH4,no trailing characters,15:18:42,literal data
10388,NA,22 columns,25 columns,literal data
10389,DATE,date like ,2,literal data
10389,TIME,time like ,in,literal data
10389,H2O,a double,"wetl""",literal data
10389,CO2,no trailing characters,2023-07-19,literal data
10389,CH4,no trailing characters,15:18:43,literal data
10389,NA,22 columns,25 columns,literal data
10390,DATE,date like ,2,literal data
10390,TIME,time like ,in,literal data
10390,H2O,a double,"wetl""",literal data
10390,CO2,no trailing characters,2023-07-19,literal data
10390,CH4,no trailing characters,15:18:44,literal data
10390,NA,22 columns,25 columns,literal data
10391,DATE,date like ,2,literal data
10391,TIME,time like ,in,literal data
10391,H2O,a double,"wetl""",literal data
10391,CO2,no trailing characters,2023-07-19,literal data
10391,CH4,no trailing characters,15:18:45,literal data
10391,NA,22 columns,25 columns,literal data
10392,DATE,date like ,2,literal data
10392,TIME,time like ,in,literal data
10392,H2O,a double,"wetl""",literal data
10392,CO2,no trailing characters,2023-07-19,literal data
10392,CH4,no trailing characters,15:18:46,literal data
10392,NA,22 columns,25 columns,literal data
10393,DATE,date like ,2,literal data
10393,TIME,time like ,in,literal data
10393,H2O,a double,"wetl""",literal data
10393,CO2,no trailing characters,2023-07-19,literal data
10393,CH4,no trailing characters,15:18:47,literal data
10393,NA,22 columns,25 columns,literal data
10394,DATE,date like ,2,literal data
10394,TIME,time like ,in,literal data
10394,H2O,a double,"wetl""",literal data
10394,CO2,no trailing characters,2023-07-19,literal data
10394,CH4,no trailing characters,15:18:48,literal data
10394,NA,22 columns,25 columns,literal data
10395,DATE,date like ,2,literal data
10395,TIME,time like ,in,literal data
10395,H2O,a double,"wetl""",literal data
10395,CO2,no trailing characters,2023-07-19,literal data
10395,CH4,no trailing characters,15:18:49,literal data
10395,NA,22 columns,25 columns,literal data
10396,DATE,date like ,2,literal data
10396,TIME,time like ,in,literal data
10396,H2O,a double,"wetl""",literal data
10396,CO2,no trailing characters,2023-07-19,literal data
10396,CH4,no trailing characters,15:18:50,literal data
10396,NA,22 columns,25 columns,literal data
10397,DATE,date like ,2,literal data
10397,TIME,time like ,in,literal data
10397,H2O,a double,"wetl""",literal data
10397,CO2,no trailing characters,2023-07-19,literal data
10397,CH4,no trailing characters,15:18:51,literal data
10397,NA,22 columns,25 columns,literal data
10398,DATE,date like ,2,literal data
10398,TIME,time like ,in,literal data
10398,H2O,a double,"wetl""",literal data
10398,CO2,no trailing characters,2023-07-19,literal data
10398,CH4,no trailing characters,15:18:52,literal data
10398,NA,22 columns,25 columns,literal data
10399,DATE,date like ,2,literal data
10399,TIME,time like ,in,literal data
10399,H2O,a double,"wetl""",literal data
10399,CO2,no trailing characters,2023-07-19,literal data
10399,CH4,no trailing characters,15:18:53,literal data
10399,NA,22 columns,25 columns,literal data
10400,DATE,date like ,2,literal data
10400,TIME,time like ,in,literal data
10400,H2O,a double,"wetl""",literal data
10400,CO2,no trailing characters,2023-07-19,literal data
10400,CH4,no trailing characters,15:18:54,literal data
10400,NA,22 columns,25 columns,literal data
10401,DATE,date like ,2,literal data
10401,TIME,time like ,in,literal data
10401,H2O,a double,"wetl""",literal data
10401,CO2,no trailing characters,2023-07-19,literal data
10401,CH4,no trailing characters,15:18:55,literal data
10401,NA,22 columns,25 columns,literal data
10402,DATE,date like ,2,literal data
10402,TIME,time like ,in,literal data
10402,H2O,a double,"wetl""",literal data
10402,CO2,no trailing characters,2023-07-19,literal data
10402,CH4,no trailing characters,15:18:56,literal data
10402,NA,22 columns,25 columns,literal data
10403,DATE,date like ,2,literal data
10403,TIME,time like ,in,literal data
10403,H2O,a double,"wetl""",literal data
10403,CO2,no trailing characters,2023-07-19,literal data
10403,CH4,no trailing characters,15:18:57,literal data
10403,NA,22 columns,25 columns,literal data
10404,DATE,date like ,2,literal data
10404,TIME,time like ,in,literal data
10404,H2O,a double,"wetl""",literal data
10404,CO2,no trailing characters,2023-07-19,literal data
10404,CH4,no trailing characters,15:18:58,literal data
10404,NA,22 columns,25 columns,literal data
10405,DATE,date like ,2,literal data
10405,TIME,time like ,in,literal data
10405,H2O,a double,"wetl""",literal data
10405,CO2,no trailing characters,2023-07-19,literal data
10405,CH4,no trailing characters,15:18:59,literal data
10405,NA,22 columns,25 columns,literal data
10406,DATE,date like ,2,literal data
10406,TIME,time like ,in,literal data
10406,H2O,a double,"wetl""",literal data
10406,CO2,no trailing characters,2023-07-19,literal data
10406,CH4,no trailing characters,15:19:00,literal data
10406,NA,22 columns,25 columns,literal data
10407,DATE,date like ,2,literal data
10407,TIME,time like ,in,literal data
10407,H2O,a double,"wetl""",literal data
10407,CO2,no trailing characters,2023-07-19,literal data
10407,CH4,no trailing characters,15:19:01,literal data
10407,NA,22 columns,25 columns,literal data
10408,DATE,date like ,2,literal data
10408,TIME,time like ,in,literal data
10408,H2O,a double,"wetl""",literal data
10408,CO2,no trailing characters,2023-07-19,literal data
10408,CH4,no trailing characters,15:19:02,literal data
10408,NA,22 columns,25 columns,literal data
10409,DATE,date like ,2,literal data
10409,TIME,time like ,in,literal data
10409,H2O,a double,"wetl""",literal data
10409,CO2,no trailing characters,2023-07-19,literal data
10409,CH4,no trailing characters,15:19:03,literal data
10409,NA,22 columns,25 columns,literal data
10410,DATE,date like ,2,literal data
10410,TIME,time like ,in,literal data
10410,H2O,a double,"wetl""",literal data
10410,CO2,no trailing characters,2023-07-19,literal data
10410,CH4,no trailing characters,15:19:04,literal data
10410,NA,22 columns,25 columns,literal data
10411,DATE,date like ,2,literal data
10411,TIME,time like ,in,literal data
10411,H2O,a double,"wetl""",literal data
10411,CO2,no trailing characters,2023-07-19,literal data
10411,CH4,no trailing characters,15:19:05,literal data
10411,NA,22 columns,25 columns,literal data
10412,DATE,date like ,2,literal data
10412,TIME,time like ,in,literal data
10412,H2O,a double,"wetl""",literal data
10412,CO2,no trailing characters,2023-07-19,literal data
10412,CH4,no trailing characters,15:19:06,literal data
10412,NA,22 columns,25 columns,literal data
10413,DATE,date like ,2,literal data
10413,TIME,time like ,in,literal data
10413,H2O,a double,"wetl""",literal data
10413,CO2,no trailing characters,2023-07-19,literal data
10413,CH4,no trailing characters,15:19:07,literal data
10413,NA,22 columns,25 columns,literal data
10414,DATE,date like ,2,literal data
10414,TIME,time like ,in,literal data
10414,H2O,a double,"wetl""",literal data
10414,CO2,no trailing characters,2023-07-19,literal data
10414,CH4,no trailing characters,15:19:08,literal data
10414,NA,22 columns,25 columns,literal data
10415,DATE,date like ,2,literal data
10415,TIME,time like ,in,literal data
10415,H2O,a double,"wetl""",literal data
10415,CO2,no trailing characters,2023-07-19,literal data
10415,CH4,no trailing characters,15:19:09,literal data
10415,NA,22 columns,25 columns,literal data
10416,DATE,date like ,2,literal data
10416,TIME,time like ,in,literal data
10416,H2O,a double,"wetl""",literal data
10416,CO2,no trailing characters,2023-07-19,literal data
10416,CH4,no trailing characters,15:19:10,literal data
10416,NA,22 columns,25 columns,literal data
10417,DATE,date like ,2,literal data
10417,TIME,time like ,in,literal data
10417,H2O,a double,"wetl""",literal data
10417,CO2,no trailing characters,2023-07-19,literal data
10417,CH4,no trailing characters,15:19:11,literal data
10417,NA,22 columns,25 columns,literal data
10418,DATE,date like ,2,literal data
10418,TIME,time like ,in,literal data
10418,H2O,a double,"wetl""",literal data
10418,CO2,no trailing characters,2023-07-19,literal data
10418,CH4,no trailing characters,15:19:12,literal data
10418,NA,22 columns,25 columns,literal data
10419,DATE,date like ,2,literal data
10419,TIME,time like ,in,literal data
10419,H2O,a double,"wetl""",literal data
10419,CO2,no trailing characters,2023-07-19,literal data
10419,CH4,no trailing characters,15:19:13,literal data
10419,NA,22 columns,25 columns,literal data
10420,DATE,date like ,2,literal data
10420,TIME,time like ,in,literal data
10420,H2O,a double,"wetl""",literal data
10420,CO2,no trailing characters,2023-07-19,literal data
10420,CH4,no trailing characters,15:19:14,literal data
10420,NA,22 columns,25 columns,literal data
10421,DATE,date like ,2,literal data
10421,TIME,time like ,in,literal data
10421,H2O,a double,"wetl""",literal data
10421,CO2,no trailing characters,2023-07-19,literal data
10421,CH4,no trailing characters,15:19:15,literal data
10421,NA,22 columns,25 columns,literal data
10422,DATE,date like ,2,literal data
10422,TIME,time like ,in,literal data
10422,H2O,a double,"wetl""",literal data
10422,CO2,no trailing characters,2023-07-19,literal data
10422,CH4,no trailing characters,15:19:16,literal data
10422,NA,22 columns,25 columns,literal data
10423,DATE,date like ,2,literal data
10423,TIME,time like ,in,literal data
10423,H2O,a double,"wetl""",literal data
10423,CO2,no trailing characters,2023-07-19,literal data
10423,CH4,no trailing characters,15:19:17,literal data
10423,NA,22 columns,25 columns,literal data
10424,DATE,date like ,2,literal data
10424,TIME,time like ,in,literal data
10424,H2O,a double,"wetl""",literal data
10424,CO2,no trailing characters,2023-07-19,literal data
10424,CH4,no trailing characters,15:19:18,literal data
10424,NA,22 columns,25 columns,literal data
10425,DATE,date like ,2,literal data
10425,TIME,time like ,in,literal data
10425,H2O,a double,"wetl""",literal data
10425,CO2,no trailing characters,2023-07-19,literal data
10425,CH4,no trailing characters,15:19:19,literal data
10425,NA,22 columns,25 columns,literal data
10426,DATE,date like ,2,literal data
10426,TIME,time like ,in,literal data
10426,H2O,a double,"wetl""",literal data
10426,CO2,no trailing characters,2023-07-19,literal data
10426,CH4,no trailing characters,15:19:20,literal data
10426,NA,22 columns,25 columns,literal data
